Date,ProductID,UnitPrice,CompetitorPrice,PromoFlag,Quantity
2024-09-07,1,402.78,404.58,0,17
2024-09-08,1,402.78,394.83,0,18
2024-09-09,1,402.78,394.07,0,15
2024-09-10,1,402.78,392.1,0,13
2024-09-11,1,402.78,392.67,0,13
2024-09-12,1,402.78,395.1,0,14
2024-09-13,1,402.78,382.37,0,13
2024-09-14,1,402.78,396.23,0,17
2024-09-15,1,402.78,382.83,0,15
2024-09-16,1,402.78,377.09,0,14
2024-09-17,1,402.78,394.04,0,14
2024-09-18,1,402.78,401.39,0,17
2024-09-19,1,402.78,392.84,0,13
2024-09-20,1,402.78,378.85,0,19
2024-09-21,1,402.78,393.41,0,16
2024-09-22,1,402.78,412.44,0,18
2024-09-23,1,402.78,408.13,0,13
2024-09-24,1,402.78,395.03,0,19
2024-09-25,1,402.78,396.48,0,14
2024-09-26,1,402.78,399.3,0,15
2024-09-27,1,402.78,385.2,0,11
2024-09-28,1,402.78,375.53,0,17
2024-09-29,1,402.78,398.02,0,18
2024-09-30,1,402.78,404.19,0,13
2024-10-01,1,402.78,384.7,0,15
2024-10-02,1,402.78,400.67,0,15
2024-10-03,1,402.78,386.79,0,16
2024-10-04,1,402.78,395.97,0,15
2024-10-05,1,402.78,378.81,0,19
2024-10-06,1,402.78,389.84,0,17
2024-10-07,1,402.78,396.34,0,11
2024-10-08,1,402.78,386.64,0,13
2024-10-09,1,402.78,397.3,0,14
2024-10-10,1,402.78,381.69,0,14
2024-10-11,1,402.78,397.67,0,13
2024-10-12,1,402.78,391.86,0,19
2024-10-13,1,402.78,387.08,0,19
2024-10-14,1,402.78,385.48,0,15
2024-10-15,1,402.78,395.34,0,15
2024-10-16,1,402.78,389.84,0,15
2024-10-17,1,402.78,406.75,0,16
2024-10-18,1,402.78,389.18,0,13
2024-10-19,1,402.78,392.34,0,20
2024-10-20,1,402.78,386.07,0,16
2024-10-21,1,402.78,406.52,0,13
2024-10-22,1,402.78,390.16,0,13
2024-10-23,1,402.78,394.82,0,14
2024-10-24,1,402.78,385.33,0,18
2024-10-25,1,402.78,384.6,0,15
2024-10-26,1,402.78,386.66,0,17
2024-10-27,1,402.78,388.69,0,16
2024-10-28,1,402.78,395.84,0,14
2024-10-29,1,402.78,392.69,0,16
2024-10-30,1,402.78,331.92,0,17
2024-10-31,1,402.78,323.53,0,14
2024-11-01,1,402.78,329.02,0,16
2024-11-02,1,402.78,346.24,0,22
2024-11-03,1,402.78,309.86,0,18
2024-11-04,1,402.78,335.39,0,13
2024-11-05,1,402.78,395.62,0,15
2024-11-06,1,290,407.43,1,31
2024-11-07,1,290,380.01,1,34
2024-11-08,1,290,330.62,1,30
2024-11-09,1,290,323.83,1,33
2024-11-10,1,290,331.84,1,36
2024-11-11,1,290,318.99,1,28
2024-11-12,1,290,382.16,1,35
2024-11-13,1,402.78,407.02,0,18
2024-11-14,1,402.78,391.21,0,15
2024-11-15,1,402.78,389.67,0,16
2024-11-16,1,402.78,388.27,0,19
2024-11-17,1,402.78,388.24,0,18
2024-11-18,1,402.78,388.55,0,16
2024-11-19,1,402.78,403.44,0,15
2024-11-20,1,402.78,405.56,0,21
2024-11-21,1,402.78,403.73,0,20
2024-11-22,1,402.78,398.74,0,21
2024-11-23,1,402.78,395.41,0,19
2024-11-24,1,342.36,393.06,1,25
2024-11-25,1,342.36,310.37,1,18
2024-11-26,1,342.36,316.83,1,19
2024-11-27,1,342.36,319.82,1,23
2024-11-28,1,342.36,355.57,1,24
2024-11-29,1,342.36,339.43,1,24
2024-11-30,1,342.36,391.29,1,24
2024-12-01,1,402.78,389.58,0,20
2024-12-02,1,402.78,405.13,0,18
2024-12-03,1,402.78,397.41,0,17
2024-12-04,1,402.78,385.38,0,18
2024-12-05,1,402.78,395.82,0,16
2024-12-06,1,402.78,381.67,0,17
2024-12-07,1,402.78,392.19,0,19
2024-12-08,1,402.78,383.5,0,26
2024-12-09,1,402.78,385.02,0,15
2024-12-10,1,402.78,390.94,0,15
2024-12-11,1,402.78,395.74,0,17
2024-12-12,1,402.78,394.86,0,15
2024-12-13,1,402.78,386.9,0,18
2024-12-14,1,402.78,390.49,0,22
2024-12-15,1,402.78,405.93,0,20
2024-12-16,1,402.78,390.22,0,14
2024-12-17,1,402.78,389.74,0,18
2024-12-18,1,402.78,388.58,0,16
2024-12-19,1,402.78,392.05,0,15
2024-12-20,1,402.78,391.48,0,16
2024-12-21,1,402.78,322.06,0,21
2024-12-22,1,402.78,344.61,0,16
2024-12-23,1,402.78,333.22,0,17
2024-12-24,1,402.78,411.19,0,18
2024-12-25,1,402.78,397.38,0,16
2024-12-26,1,402.78,387.74,0,17
2024-12-27,1,402.78,395.67,0,18
2024-12-28,1,402.78,404.39,0,21
2024-12-29,1,402.78,388.81,0,22
2024-12-30,1,402.78,383.85,0,18
2024-12-31,1,402.78,394.62,0,17
2025-01-01,1,402.78,395.76,0,15
2025-01-02,1,402.78,393.82,0,12
2025-01-03,1,402.78,402.9,0,13
2025-01-04,1,402.78,386.21,0,14
2025-01-05,1,402.78,387.55,0,15
2025-01-06,1,302.09,389.4,1,20
2025-01-07,1,302.09,406.85,1,18
2025-01-08,1,302.09,383.77,1,23
2025-01-09,1,302.09,400.21,1,25
2025-01-10,1,302.09,399.34,1,21
2025-01-11,1,302.09,392.26,1,27
2025-01-12,1,402.78,396.28,0,13
2025-01-13,1,298.06,389.49,1,25
2025-01-14,1,298.06,375.5,1,21
2025-01-15,1,298.06,394.68,1,25
2025-01-16,1,298.06,400.93,1,25
2025-01-17,1,298.06,401.92,1,29
2025-01-18,1,298.06,386.29,1,26
2025-01-19,1,402.78,407.92,0,14
2025-01-20,1,402.78,385.54,0,11
2025-01-21,1,342.36,383.98,1,17
2025-01-22,1,342.36,405.08,1,16
2025-01-23,1,342.36,388.38,1,18
2025-01-24,1,342.36,386.26,1,13
2025-01-25,1,342.36,383.7,1,17
2025-01-26,1,342.36,387.02,1,16
2025-01-27,1,402.78,392.78,0,13
2025-01-28,1,402.78,391.84,0,9
2025-01-29,1,402.78,387.98,0,14
2025-01-30,1,402.78,386.18,0,12
2025-01-31,1,402.78,389.17,0,10
2025-02-01,1,402.78,392.63,0,15
2025-02-02,1,402.78,391.89,0,15
2025-02-03,1,402.78,389.13,0,15
2025-02-04,1,402.78,386.6,0,13
2025-02-05,1,402.78,390.44,0,12
2025-02-06,1,402.78,391.81,0,13
2025-02-07,1,402.78,393.66,0,14
2025-02-08,1,402.78,408.69,0,15
2025-02-09,1,402.78,402.57,0,14
2025-02-10,1,402.78,393.97,0,13
2025-02-11,1,402.78,392.24,0,15
2025-02-12,1,402.78,392.82,0,12
2025-02-13,1,402.78,398.51,0,13
2025-02-14,1,402.78,388.2,0,16
2025-02-15,1,402.78,399.67,0,15
2025-02-16,1,402.78,408.14,0,15
2025-02-17,1,402.78,403.16,0,11
2025-02-18,1,402.78,390.98,0,15
2025-02-19,1,402.78,386.7,0,18
2025-02-20,1,402.78,391.3,0,15
2025-02-21,1,402.78,381.88,0,14
2025-02-22,1,402.78,391.83,0,16
2025-02-23,1,402.78,393.85,0,18
2025-02-24,1,402.78,388.19,0,14
2025-02-25,1,402.78,390.06,0,12
2025-02-26,1,402.78,379.35,0,12
2025-02-27,1,402.78,394.88,0,16
2025-02-28,1,402.78,397.39,0,16
2025-03-01,1,402.78,387.8,0,14
2025-03-02,1,402.78,377.04,0,16
2025-03-03,1,402.78,390.73,0,11
2025-03-04,1,402.78,383.66,0,13
2025-03-05,1,402.78,397.59,0,17
2025-03-06,1,402.78,402.78,0,16
2025-03-07,1,402.78,398.9,0,15
2025-03-08,1,402.78,408.08,0,17
2025-03-09,1,402.78,387.47,0,16
2025-03-10,1,402.78,392.58,0,15
2025-03-11,1,402.78,385.77,0,13
2025-03-12,1,402.78,394.74,0,16
2025-03-13,1,402.78,390.77,0,17
2025-03-14,1,402.78,386.2,0,14
2025-03-15,1,402.78,392.51,0,17
2025-03-16,1,402.78,401.7,0,19
2025-03-17,1,402.78,389.24,0,14
2025-03-18,1,402.78,387.7,0,14
2025-03-19,1,402.78,394.53,0,11
2025-03-20,1,402.78,386.51,0,13
2025-03-21,1,402.78,399.08,0,15
2025-03-22,1,402.78,393.07,0,17
2025-03-23,1,342.36,374.79,1,28
2025-03-24,1,342.36,399.73,1,19
2025-03-25,1,342.36,386.72,1,20
2025-03-26,1,342.36,399.16,1,20
2025-03-27,1,342.36,410.25,1,19
2025-03-28,1,342.36,378.14,1,16
2025-03-29,1,342.36,396.07,1,22
2025-03-30,1,342.36,385.32,1,20
2025-03-31,1,342.36,381.29,1,16
2025-04-01,1,342.36,401.67,1,24
2025-04-02,1,342.36,396.89,1,17
2025-04-03,1,342.36,394.67,1,19
2025-04-04,1,402.78,390.48,0,16
2025-04-05,1,402.78,391.37,0,18
2025-04-06,1,402.78,395.48,0,17
2025-04-07,1,326.25,393.63,1,17
2025-04-08,1,326.25,338.2,1,21
2025-04-09,1,326.25,330.72,1,23
2025-04-10,1,326.25,322.84,1,18
2025-04-11,1,326.25,342.05,1,25
2025-04-12,1,326.25,329.28,1,24
2025-04-13,1,402.78,303.88,0,15
2025-04-14,1,402.78,398.06,0,13
2025-04-15,1,402.78,396.39,0,14
2025-04-16,1,402.78,411.96,0,17
2025-04-17,1,402.78,394.38,0,14
2025-04-18,1,402.78,393.69,0,14
2025-04-19,1,426.95,386.09,0,15
2025-04-20,1,426.95,388.83,0,21
2025-04-21,1,307.4,406.05,1,19
2025-04-22,1,307.4,385.09,1,32
2025-04-23,1,307.4,386.06,1,23
2025-04-24,1,307.4,390.77,1,24
2025-04-25,1,307.4,384.06,1,21
2025-04-26,1,307.4,386.87,1,28
2025-04-27,1,426.95,395.62,0,15
2025-04-28,1,426.95,394.51,0,12
2025-04-29,1,358.64,401.23,1,17
2025-04-30,1,358.64,391.92,1,19
2025-05-01,1,358.64,397.39,1,15
2025-05-02,1,358.64,294.58,1,15
2025-05-03,1,358.64,309.16,1,20
2025-05-04,1,358.64,308.98,1,23
2025-05-05,1,426.95,403.74,0,12
2025-05-06,1,426.95,402.24,0,13
2025-05-07,1,426.95,401.85,0,13
2025-05-08,1,426.95,393.28,0,15
2025-05-09,1,426.95,410.98,0,14
2025-05-10,1,426.95,401.68,0,15
2025-05-11,1,426.95,381.33,0,17
2025-05-12,1,426.95,407.62,0,11
2025-05-13,1,426.95,386.14,0,14
2025-05-14,1,426.95,383.65,0,11
2025-05-15,1,426.95,401.41,0,13
2025-05-16,1,426.95,400.26,0,12
2025-05-17,1,426.95,395.99,0,17
2025-05-18,1,337.29,397.5,1,26
2025-05-19,1,337.29,388.49,1,24
2025-05-20,1,337.29,387.9,1,24
2025-05-21,1,337.29,399.59,1,24
2025-05-22,1,426.95,402.9,0,12
2025-05-23,1,426.95,388.98,0,13
2025-05-24,1,426.95,391.59,0,19
2025-05-25,1,426.95,391.32,0,17
2025-05-26,1,426.95,389.63,0,12
2025-05-27,1,426.95,396.74,0,15
2025-05-28,1,426.95,390.12,0,14
2025-05-29,1,426.95,397.76,0,17
2025-05-30,1,426.95,394.67,0,14
2025-05-31,1,426.95,401.87,0,15
2025-06-01,1,426.95,388.06,0,16
2025-06-02,1,426.95,394.14,0,12
2025-06-03,1,426.95,400.6,0,12
2025-06-04,1,426.95,391.22,0,12
2025-06-05,1,426.95,399.5,0,13
2025-06-06,1,426.95,389.05,0,14
2025-06-07,1,426.95,406.09,0,14
2025-06-08,1,426.95,387.02,0,17
2025-06-09,1,426.95,398.21,0,13
2025-06-10,1,426.95,388.15,0,12
2025-06-11,1,426.95,396.17,0,12
2025-06-12,1,426.95,396.1,0,12
2025-06-13,1,426.95,390.63,0,11
2025-06-14,1,426.95,383.89,0,16
2025-06-15,1,426.95,386.61,0,15
2025-06-16,1,426.95,405.47,0,11
2025-06-17,1,426.95,398.96,0,14
2025-06-18,1,426.95,351.29,0,12
2025-06-19,1,426.95,346.83,0,14
2025-06-20,1,426.95,304.37,0,11
2025-06-21,1,426.95,307.38,0,14
2025-06-22,1,426.95,399.13,0,14
2025-06-23,1,426.95,391.4,0,11
2025-06-24,1,426.95,406.37,0,13
2025-06-25,1,426.95,409.51,0,16
2025-06-26,1,426.95,407.38,0,14
2025-06-27,1,426.95,390.43,0,12
2025-06-28,1,426.95,333.77,0,14
2025-06-29,1,426.95,333.2,0,15
2025-06-30,1,426.95,339.22,0,13
2025-07-01,1,426.95,309.42,0,13
2025-07-02,1,426.95,322.24,0,12
2025-07-03,1,345.83,394,1,21
2025-07-04,1,345.83,402.04,1,19
2025-07-05,1,345.83,388.48,1,18
2025-07-06,1,345.83,386.06,1,20
2025-07-07,1,345.83,398.21,1,18
2025-07-08,1,345.83,399.64,1,16
2025-07-09,1,345.83,385.66,1,19
2025-07-10,1,345.83,398.76,1,17
2025-07-11,1,426.95,383.51,0,14
2025-07-12,1,426.95,392.59,0,17
2025-07-13,1,426.95,389.66,0,13
2025-07-14,1,426.95,404.02,0,10
2025-07-15,1,426.95,400.04,0,14
2025-07-16,1,426.95,389.35,0,13
2025-07-17,1,298.86,393.84,1,31
2025-07-18,1,298.86,391.25,1,31
2025-07-19,1,298.86,403.43,1,27
2025-07-20,1,298.86,398.81,1,25
2025-07-21,1,298.86,405.63,1,25
2025-07-22,1,426.95,401.19,0,14
2025-07-23,1,426.95,388.33,0,12
2025-07-24,1,426.95,389.89,0,13
2025-07-25,1,426.95,380.87,0,15
2025-07-26,1,426.95,382.53,0,16
2025-07-27,1,426.95,386.17,0,13
2025-07-28,1,426.95,378.95,0,13
2025-07-29,1,426.95,405.77,0,14
2025-07-30,1,426.95,392.28,0,13
2025-07-31,1,341.56,371.91,1,22
2025-08-01,1,341.56,389.6,1,21
2025-08-02,1,341.56,381.95,1,24
2025-08-03,1,341.56,383.24,1,25
2025-08-04,1,298.86,392.89,1,22
2025-08-05,1,298.86,396.36,1,32
2025-08-06,1,298.86,403.19,1,27
2025-08-07,1,298.86,303.04,1,27
2025-08-08,1,298.86,349.8,1,25
2025-08-09,1,298.86,316.28,1,29
2025-08-10,1,298.86,402.92,1,27
2025-08-11,1,426.95,403.65,0,11
2025-08-12,1,362.9,330.02,1,15
2025-08-13,1,362.9,329.03,1,19
2025-08-14,1,362.9,329.17,1,22
2025-08-15,1,362.9,390.32,1,19
2025-08-16,1,362.9,396.43,1,25
2025-08-17,1,362.9,403.82,1,23
2025-08-18,1,426.95,383.18,0,14
2025-08-19,1,426.95,394.92,0,13
2025-08-20,1,426.95,387.99,0,15
2025-08-21,1,426.95,334.28,0,12
2025-08-22,1,426.95,338.52,0,12
2025-08-23,1,294.59,339.03,1,31
2025-08-24,1,294.59,354.82,1,33
2025-08-25,1,294.59,330.88,1,21
2025-08-26,1,294.59,404.82,1,27
2025-08-27,1,294.59,399.15,1,28
2025-08-28,1,426.95,389.5,0,16
2025-08-29,1,324.48,399.59,1,25
2025-08-30,1,324.48,386.19,1,28
2025-08-31,1,324.48,385.08,1,19
2025-09-01,1,324.48,401.36,1,21
2025-09-02,1,324.48,402.47,1,22
2025-09-03,1,324.48,391.32,1,27
2025-09-04,1,426.95,399.5,0,12
2025-09-05,1,426.95,399.72,0,14
2025-09-06,1,426.95,391.78,0,16
2025-09-07,1,426.95,412.33,0,16
2025-09-08,1,426.95,396.82,0,14
2025-09-09,1,426.95,401.94,0,14
2025-09-10,1,426.95,380.61,0,13
2025-09-11,1,426.95,397.04,0,12
2025-09-12,1,426.95,405.54,0,15
2025-09-13,1,426.95,401.07,0,16
2025-09-14,1,426.95,400.2,0,16
2025-09-15,1,426.95,391.85,0,11
2025-09-16,1,426.95,392.89,0,12
2025-09-17,1,426.95,392.4,0,15
2025-09-18,1,426.95,404.13,0,13
2025-09-19,1,426.95,309.86,0,13
2025-09-20,1,426.95,341.01,0,14
2025-09-21,1,426.95,315.85,0,16
2025-09-22,1,426.95,335.95,0,12
2025-09-23,1,426.95,302.29,0,13
2025-09-24,1,426.95,332.94,0,16
2025-09-25,1,426.95,392.69,0,13
2025-09-26,1,426.95,394.55,0,16
2025-09-27,1,426.95,392.02,0,14
2025-09-28,1,426.95,393.98,0,20
2025-09-29,1,426.95,392.69,0,14
2025-09-30,1,426.95,387.9,0,13
2025-10-01,1,426.95,389.67,0,15
2025-10-02,1,426.95,372.8,0,17
2025-10-03,1,426.95,395.42,0,13
2025-10-04,1,426.95,318.1,0,14
2025-10-05,1,426.95,325.31,0,16
2025-10-06,1,426.95,314.06,0,12
2025-10-07,1,426.95,401.72,0,14
2025-10-08,1,426.95,394.39,0,14
2025-10-09,1,426.95,388.57,0,14
2025-10-10,1,426.95,405.76,0,14
2025-10-11,1,426.95,397.94,0,16
2025-10-12,1,426.95,398.7,0,17
2025-10-13,1,426.95,380.79,0,13
2025-10-14,1,426.95,377.29,0,14
2025-10-15,1,426.95,395.48,0,16
2025-10-16,1,426.95,338.18,0,14
2025-10-17,1,426.95,314.15,0,13
2025-10-18,1,426.95,311.83,0,19
2025-10-19,1,426.95,330.81,0,17
2025-10-20,1,426.95,350.11,0,13
2025-10-21,1,426.95,379.47,0,14
2025-10-22,1,426.95,388.83,0,14
2025-10-23,1,426.95,401.1,0,16
2025-10-24,1,426.95,399.24,0,16
2025-10-25,1,426.95,395.42,0,17
